Lujan
0.5098999999999989
0.5133999999999985
0.5158999999999982
0.5115999999999987
0.5134999999999985
0.5165999999999982
0.5159999999999982
0.5157999999999983
0.5104999999999988
0.5056999999999994
0.5060999999999993
0.5068999999999992
0.5067999999999993
0.5054999999999994
0.5061999999999993
0.5080999999999991
0.5048999999999995
0.5018999999999998
0.5
0.5
0.5011999999999999
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5002
0.5
0.5030999999999997
0.5037999999999996
0.5046999999999995
0.5043999999999995
0.5049999999999994
0.5022999999999997
0.5073999999999992
0.5083999999999991
0.5076999999999992
0.509399999999999
0.5134999999999985
0.5113999999999987
0.5109999999999988
0.5141999999999984
0.5098999999999989
0.5046999999999995
0.5135999999999985
0.5105999999999988
0.5076999999999992
0.5051999999999994
0.5120999999999987
0.5194999999999979
0.5156999999999983
0.5115999999999987
0.518599999999998
0.5166999999999982
0.5175999999999981
0.5157999999999983
0.517799999999998
0.5190999999999979
0.5145999999999984
0.5133999999999985
0.5122999999999986
0.5173999999999981
0.5132999999999985
0.5167999999999981
0.5145999999999984
0.5152999999999983
0.5103999999999989
0.5158999999999982
0.518399999999998
0.5149999999999983
